player,dealer,ace,action: stand,action: hit
16,10,True,-0.6260465641270595,0.13271766400421933
9,3,False,-0.17804075966680497,-0.031412332750855
16,3,False,-0.044744931113522304,-0.6491591661166565
15,1,False,-0.9533068041217521,-0.4489335986401159
18,10,True,-0.6420486140661027,-0.054277448769458225
7,5,False,-0.11225682291274096,-0.45857578762292006
18,2,False,-0.2658916632961321,-0.5917931123485534
6,9,False,-0.3823499597934406,-0.5612522441997345
20,3,True,0.7742498283816039,-0.1487849322996672
20,2,True,0.8821239977621589,0.1252749473843564
13,1,True,-0.9708167185844908,-0.4769151105651934
19,1,True,-0.38714027453304284,-0.6118494199560239
21,2,True,0.9389647538642988,0.38982315001190837
21,7,False,0.9986453117175393,-0.9999999999999996
15,4,False,-0.33812538755415333,-0.39460833097897263
21,4,True,0.8957780399921038,0.0960302406331931
8,1,False,-0.9263041111759472,-0.3200454250955237
20,8,False,0.935816656887372,-0.8727579628083993
21,8,False,0.9662501056657092,-0.9999999999999996
15,5,True,-0.42676907975651085,-0.004617619962931238
14,7,True,-0.7087062492336227,0.022928185647389354
15,7,True,-0.582524945560759,-0.12341037102544938
17,7,True,-0.2680882402293724,-0.17943680898354414
18,5,True,-0.16681516630255752,-0.07767764294122331
10,3,False,-0.22331292189986024,0.05245795262015415
14,1,True,-0.7468622543422204,-0.5242357305753239
20,10,True,0.5474491327944179,0.015201856611947078
11,5,False,-0.3321383925254065,0.09218157098917862
7,2,False,-0.24720655987746595,-0.3990829954210676
20,9,True,0.7528201792435514,0.031359648651919814
7,6,False,-0.22693936709326668,0.046487670400373354
10,8,False,-0.5201552120535284,0.15539809382333225
19,8,False,0.46627439335293286,-0.7377236325383131
13,1,False,-0.7888377703651723,-0.5860920243928175
9,7,False,-0.5120520690422364,0.2333269420838146
21,5,True,0.9574452587046596,0.272070584698245
16,5,True,-0.23451780424012938,0.23589260852522548
5,4,False,-0.48234037924631584,-0.19033482427571224
10,4,False,-0.5843891020106187,0.5003169717037675
16,7,True,-0.6815629586013945,-0.4000923166059748
7,7,False,-0.6346718088480346,0.06732759881957266
15,6,True,-0.5217179132886983,0.19211382777342573
7,1,False,-0.9273696336449374,-0.5323861781953879
7,8,False,-0.7144951743473351,-0.21852416518456522
20,4,True,0.7557506688621158,-0.05731060878555998
6,5,False,-0.46027332580883673,-0.24629894742440045
13,5,False,-0.6312640280289316,-0.19165867968804134
20,5,True,0.7257277934006302,0.29555568554129397
19,6,True,0.5749077396221344,-0.22980326709201765
5,6,False,-0.07800830389516886,-0.3908181602297832
4,5,False,-0.46651377200560196,-0.2184257546459164
19,7,True,0.7617902002865508,0.19879724493573278
19,4,True,0.38585767522144704,-0.003926821884697562
16,6,True,-0.4555044209756283,0.1703342731204468
7,3,False,-0.1042509661714627,-0.426875632615624
15,8,True,-0.7363132863152743,-0.12559461510255368
12,7,True,-0.7381514650789079,0.2427506255354302
6,7,False,-0.6115254377392663,-0.2695096891548536
18,2,True,0.23012563911653547,0.12652783256412647
9,4,False,-0.2758446228414214,-0.13576268591999974
17,8,True,-0.4495948427639992,-0.09574728835005841
21,4,False,0.8718891888154425,-0.9999999999999996
7,4,False,-0.27261288213196627,-0.037260231911678016
16,8,True,-0.285748874670429,-0.48459435380274113
17,1,True,-0.8001806234516332,-0.40852333716852895
17,4,True,-0.2210282363047735,-0.005356361747719279
12,2,True,-0.3570433161823745,0.04091288439154678
16,4,True,-0.6234895373830622,-0.17828781125039256
19,8,True,0.8112054431319636,-0.10270882182590135
12,1,True,-0.9167414074977532,-0.08844960957174838
15,2,True,-0.44832922540580766,0.0840731580693854
5,1,False,-0.9493005279596164,-0.5448313549792596
4,7,False,-0.8540641507687274,-0.041734310017455124
18,4,True,0.3862147817495184,-0.350120356675104
5,2,False,-0.6011515234824346,-0.228828344433755
18,6,True,0.369179137506205,0.0024034164317081608
14,3,True,-0.4601912184626207,-0.03219759826863862
4,9,False,-0.7169775171458197,-0.4795294057542878
13,2,True,-0.3893345163803765,0.024162988197687765
13,3,True,-0.5822683589965483,-0.5442743480678663
17,3,True,-0.48981316928905494,-0.033572773121804955
15,1,True,-0.7459466265561295,-0.5899549477055198
16,9,True,-0.4396162121991005,-0.2300446941059755
13,4,True,-0.473569997771778,-0.13713179222356942
13,7,True,-0.36778050562698406,-0.0043818541824137
9,6,False,-0.27106890190493527,0.14622485996651957
18,3,True,0.47118749832302537,-0.1240513856788039
19,2,True,0.397599655295796,-0.383269945068923
15,4,True,-0.38192265414261595,0.002042482959272701
12,8,True,-0.47458096713866105,-0.1698691937896557
14,2,True,-0.6585056833975651,0.09157107038644526
15,3,True,-0.48174398541844166,-0.4532029973699555
16,1,True,-0.9081421302495315,-0.32576467069118975
4,6,False,-0.3943144907802145,-0.2734094618894617
5,9,False,-0.8474781071919673,-0.3083157719027985
12,4,True,-0.34914847774191593,-0.0321680663090559
13,9,True,-0.6289734487186361,-0.12143254352360569
19,9,True,0.10569378034905634,-0.21740986609988744
4,2,False,-0.5563042807683898,-0.5816510507008514
5,8,False,-0.42325373078342887,-0.16735568525466948
4,4,False,-0.4387711031156596,-0.06102108464520806
17,9,True,-0.7665335584430218,-0.28185825342589826
12,3,True,-0.47466509902521614,-0.09539661111155937
4,10,False,-0.5189364684506002,-0.2876943746768255
18,9,True,-0.6276231518508885,-0.18890870087606848
4,1,False,-0.8146041712900115,-0.46487093353731235
16,3,True,-0.5634839067893902,0.08831310480823436
4,3,False,-0.4262175949290776,-0.18244231843427772
5,7,False,-0.5811188705507941,-0.24269025776651923
12,6,True,-0.46835202221778294,0.036027458235121324
